ID,ENTRYTYPE,author,title,year,journal,booktitle,doi,url,abstract,pages
10.1145/3726986,proceedings,,OzCHI '24: Proceedings of the 36th Australasian Conference on Human-Computer Interaction,2024,,,,,,
10.1145/3665689.3665737,inproceedings,"Shang, Huichao and Zhang, Xiao and Li, Penglei",Visualization analysis of medical robot research in the past 20 years,2024,,Proceedings of the 2024 4th International Conference on Bioinformatics and Intelligent Computing,10.1145/3665689.3665737,https://doi.org/10.1145/3665689.3665737,"Medical robot research is one of the important research directions in the field of robotics. By searching the Web of Science core collection database, the relevant literature on medical robot research from January 1,2002 to December 31,2022 was retrieved and used as a research sample. Using CiteSpace software combined with VOSviewer and Pajek software for visual analysis, identify and analyze its research status, research hotspots and evolution trends, and predict its development direction. Finally, we found that the research institutions cooperate more, but there are regional constraints. The research hotspots mainly focus on the research of surgical robot, mechanical design and system development, and the deep integration of robot and medical treatment. In recent years, the keywords of related literature in this field mainly include Artificial intelligence, human-computer interaction, software robots, care and so on. Research on telemedicine, AI assistance, and flexible wearables are some of the future development directions in this field.",280–286
10.1145/3568294.3580115,inproceedings,"Luo, Yue and Chen, Yuhao and Hu, Boyi",Multisensory Evaluation of Human-Robot Interaction in Retail Stores - The Effect of Mobile Cobots on Individuals' Physical and Neurophysiological Responses,2023,,Companion of the 2023 ACM/IEEE International Conference on Human-Robot Interaction,10.1145/3568294.3580115,https://doi.org/10.1145/3568294.3580115,"As more mobile collaborative robots (cobots) are being deployed in domestic environments, it is necessary to ensure safety while interacting with humans. To this end, a better understanding of individuals' physical and neurophysiological responses (i.e., short term adaptation) during those interactions becomes crucial to frame the cobot's behavioral and control algorithms. The primary objective of this study was to assess individuals' physical and neurophysiological responses to the mobile cobot in a retail environment. Eight participants were recruited to complete typical grocery shopping tasks (i.e., cart pushing, item picking, and item sorting) with and without a mobile robot running in the same space. Results showed the co-existence of mobile cobot in the retail environment stimulated individuals' physical responses, by significantly changing their upper-limb kinematics, i.e., reducing the average flexion angles of L5/S1, T12/L1, and right shoulder in the sagittal plane. However, no significant differences were observed in the neurophysiological adaptation based on the measures of muscle activity of the latissimus dorsi, anterior deltoid, and bicep brachii, nor the pupil diameter.",403–406
10.1145/3641554.3701907,inproceedings,"Hinojosa, Cesar and Kumar, Priyanka and Rajarajan, Pragathi Durga and Martin, Fred",TrainYourSnakeAI: A Novel Tool to Teach Reinforcement Learning to Middle School Students,2025,,Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 1,10.1145/3641554.3701907,https://doi.org/10.1145/3641554.3701907,"Artificial Intelligence (AI) is growing rapidly in our society and is now apparent in our day-to-day lives. With the recent burst of interest in AI, many individuals and children may view AI as something mystic and magical. It is important to demystify and introduce to them how AI is made and works. To address this need, we developed a software application that allows children to specify the parameters used by a Reinforcement Learning (RL) algorithm. Then students experience how RL is used to train an AI model to play the game ""Snake."" This software tool was tested with 71 middle school-age students. Here, we describe the design of the TrainYourSnakeAI application, the approach we used to introduce the associated ideas to middle school children, and how we assessed student learning. Qualitative data collected from students are presented and discussed. We surveyed their knowledge of AI before and after using the application. In this work, our research questions were: (RQ1) How can we create an engaging tool to teach reinforcement learning? and (RQ2) Does using our application foster a stronger understanding of reinforcement learning in children? Our findings indicate that students were able to understand the functionality of reward functions and how agents can learn from the environment using the concept of RL. We found that out of the 51 students who were not previously familiar with RL, 40 were able to provide adequate descriptions of RL after using TrainYourSnakeAI.",506–512
10.1145/3610978.3640761,inproceedings,"Correia, Filipa and Neto, Isabel and Fortes-Ferreira, Margarida and Oogjes, Doenja and Almeida, Teresa",More-than-human Perspective on the Robomorphism Paradigm,2024,,Companion of the 2024 ACM/IEEE International Conference on Human-Robot Interaction,10.1145/3610978.3640761,https://doi.org/10.1145/3610978.3640761,"This paper proposes a posthuman perspective of the robomorphism theory. We propose to define robomorphism as the attribution of robotlike traits to non-robotic entities. Such a definition embraces the centrality of robots in two aspects. First, by assuming the target of robomorphism is not necessarily a human. Second, by considering the notion of robomorphic traits as inherently crucial to establish the robomorphism paradigm. Embracing robots as relevant non-humans in the robomorphism paradigm constitutes the more-than-human perspective of the proposed approach. The contributions of this paper are threefold. First, we propose the robomorphism paradigm by defining it and its inherent concepts, such as robomorphisation and robomorphic. Second, we discuss the broader implications of the robomorphism theory to the research community of Human-Robot Interaction, raising important new challenges. Third, we created a preliminary inventory of robomorphic traits, which were collected from a speculative workshop activity in order to start answering one of the proposed open challenges.",11–19
10.1145/3568162.3576958,inproceedings,"Axelsson, Agnes and Skantze, Gabriel",Do You Follow? A Fully Automated System for Adaptive Robot Presenters,2023,,Proceedings of the 2023 ACM/IEEE International Conference on Human-Robot Interaction,10.1145/3568162.3576958,https://doi.org/10.1145/3568162.3576958,"An interesting application for social robots is to act as a presenter, for example as a museum guide. In this paper, we present a fully automated system architecture for building adaptive presentations for embodied agents. The presentation is generated from a knowledge graph, which is also used to track the grounding state of information, based on multimodal feedback from the user. We introduce a novel way to use large-scale language models (GPT-3 in our case) to lexicalise arbitrary knowledge graph triples, greatly simplifying the design of this aspect of the system. We also present an evaluation where 43 participants interacted with the system. The results show that users prefer the adaptive system and consider it more human-like and flexible than a static version of the same system, but only partial results are seen in their learning of the facts presented by the robot.",102–111
10.1145/3652988,proceedings,,IVA '24: Proceedings of the 24th ACM International Conference on Intelligent Virtual Agents,2024,,,,,,
10.1145/3610978.3640721,inproceedings,"Sayis, Batuhan and Gunes, Hatice",Technology-assisted Journal Writing for Improving Student Mental Wellbeing: Humanoid Robot vs. Voice Assistant,2024,,Companion of the 2024 ACM/IEEE International Conference on Human-Robot Interaction,10.1145/3610978.3640721,https://doi.org/10.1145/3610978.3640721,"Conversational agents have a potential in improving student mental wellbeing while assisting them in self-disclosure activities such as journalling. Their embodiment might have an effect on what students disclose, and how they disclose this, and student's overall adherence to the disclosure activity. However, the effect of embodiment in the context of agent assisted journal writing has not been studied. Therefore, this study aims to investigate the viability of using social robots (SR) and voice assistants (VA) for eliciting rich disclosures in journal writing that contributes to mental health status improvement in students over time. Forty two undergraduate and graduate students participated in the study that assessed the mood changes (via Brief Mood Introspection Scale, BMIS), level of subjective self-disclosure (via Subjective Self-Disclosure Questionnaire, SSDQ), and perceptions toward the agents (via Robot Social Attributes Scale, RoSAS) with and without agent (SR or VA) assisted journal writing. Results suggest that only in robot condition there are mood improvements, higher levels of disclosure, and positive perceptions over time in technology-assisted journal writing. Our results suggest that robot assisted journal writing has some advantages over voice assistant one for eliciting rich disclosures that contributes to mental health status improvement in students over time.",945–949
10.1145/3594315.3594641,inproceedings,"Jiang, Zhenxiang",A Novel Seven-Class Facial Expression Recognition Method With Face Mask,2023,,Proceedings of the 2023 9th International Conference on Computing and Artificial Intelligence,10.1145/3594315.3594641,https://doi.org/10.1145/3594315.3594641,"Since COVID-19, face masks have become essential in people’s lives. When people are wearing masks, it is incredibly difficult for traditional face recognition techniques to identify facial expression. This paper proposes a seven-class facial expression recognition dataset FM-FER2013 (Face-Masked FER2013). The FM-FER2013 dataset is based on the FER2013 dataset. I also proposed a facial expression recognition method with face mask, based on YOLOv5 for face detection and ResNet for facial expression recognition. The accuracy are about 60% on the seven-class FM-FER2013 dataset and 73% on the five-class FM-FER2013 dataset. And then, real-world test is performed, with accuracy around 65%. The proposed method’s effectiveness and robustness demonstrate its high value and provide a hint for real-world application. The code implement is shown in https://github.com/RoyMikeJiang/FM-FER2013.",178–184
10.1145/3631358.3631363,article,"Shrestha, Sarahana and Varde, Aparna S.","Roles of the Web in Commercial Energy Efficiency: IoT, Cloud Computing, and Opinion Mining",2023,SIGWEB Newsl.,,10.1145/3631358.3631363,https://doi.org/10.1145/3631358.3631363,"The overconsumption of energy in recent times has motivated many studies. Some of these explore the application of web technologies and machine learning models, aiming to increase energy efficiency and reduce the carbon footprint. This paper aims to review three areas that overlap between the web and energy usage in the commercial sector: IoT (Internet of Things), cloud computing and opinion mining. The paper elaborates on problems in terms of their causes, influences, and potential solutions, as found in multiple studies across these areas; and intends to identify potential gaps with the scope for further research. In the rapidly digitizing and automated world, these three areas can offer much contribution towards reducing energy consumption and making the commercial sector more energy efficient. IoT and smart manufacturing can assist much in effective production, and more efficient technologies as per energy usage. Cloud computing, with reference to its impact on green IT (information technology), is a major area that contributes towards the mitigation of carbon footprint and the reduction of costs on energy consumption. Opinion mining is significant as per the part it plays in understanding the feelings, requirements and demands of the consumers of energy as well as the related stakeholders, so as to help create more suitable policies and hence navigate towards more energy efficient strategies. This paper offers comprehensive analyses on the literature in the concerned areas to fathom the current status and explore future possibilities of research across these areas and the related multidisciplinary avenues.",
10.1145/3750069,proceedings,,CHItaly '25: Proceedings of the 16th Biannual Conference of the Italian SIGCHI Chapter,2025,,,,,,
10.5555/3721488.3721632,inproceedings,"Esposito, Raffaella and Rossi, Alessandra and Ponticorvo, Michela and Rossi, Silvia",RoboLeaks: Non-strategic Cues for Leaking Deception in Social Robots,2025,,Proceedings of the 2025 ACM/IEEE International Conference on Human-Robot Interaction,,,"Deception is a complex phenomenon that is deeply intertwined with human social interactions. Deception between humans often manifests through verbal, vocal, and visible behaviors. While it often has unethical implications, it can also serve valuable social functions, such as maintaining relationships, protecting emotions, or managing difficult situations. For this reason, it is also being investigated in robotic applications. In this work, we propose a framework for implementing specific robot behaviors through non-strategic cues of deception (known as leakage), during deceptive communication with humans. We dwell on the ethical dimensions of robotic deception by acknowledging the implication of possible physical or psychological harm in sensitive contexts, such as healthcare and assistive robotics. We propose to mitigate possible drops in trust towards robots using more transparent and human-like deceptive behaviors, by equipping robots with seemingly unintentional behaviors that betray deception. To this extent, we propose a low-risk educational scenario where a robot interacts with students in a problem-solving game to test deception leaking's effects on students' perceptions of the robot, perceived human-likeness, intentionality, engagement, and trust in the robot.",1111–1120
10.1145/3583849.3583853,article,"Conti, Christopher J. and Varde, Aparna S. and Wang, Weitian","Web Perspectives in Robotics Applications: Commonsense Knowledge, Autonomous Vehicles and Human-Robot Collaboration",2023,SIGWEB Newsl.,,10.1145/3583849.3583853,https://doi.org/10.1145/3583849.3583853,"The realms of commonsense knowledge and reasoning, vehicle automation with full as well as partial autonomy, and human-robot collaboration, present growing areas of research in recent times, with much of the concerned data being disseminated through the Web and devices encompassing IoT (Internet of Things); the data per se being heterogeneous including plain text, images, audiovisuals, hypertext and hypermedia. Due to the advent of autonomous vehicles, there is a greater need for the embodiment of commonsense knowledge within their development in order to simulate subtle, intuitive aspects of human judgment. The field of robotics has often encountered collaborative tasks between humans and robots to enhance the respective activities involved and produce better results than humans or robots would achieve working by themselves. Accordingly, this article outlines and organizes some of the research occurring in these areas along with its Web perspectives and applications. Context related to human-robot collaboration and commonsense knowledge appears via a survey of the literature. Vehicle automation is significant with the relevant studies: its definition and methods of improvement are of focus in the article. Some work in this area makes an impact on smart manufacturing. There is discussion on how human-robot collaboration is beneficial, and how commonsense knowledge is useful for the collaboration to occur in an enhanced manner. This article would be potentially interesting to various communities, e.g. AI professionals, Web developers, robotics engineers, and data scientists.",
10.1145/3706598.3713582,inproceedings,"Lima, Maria R. and O'Connell, Amy and Zhou, Feiyang and Nagahara, Alethea and Hulyalkar, Avni and Deshpande, Anura and Thomason, Jesse and Vaidyanathan, Ravi and Matari\'{c}, Maja",Promoting Cognitive Health in Elder Care with Large Language Model-Powered Socially Assistive Robots,2025,,Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,10.1145/3706598.3713582,https://doi.org/10.1145/3706598.3713582,"As the global population ages, there is increasing need for accessible technologies that promote cognitive health and detect early signs of cognitive decline. This research demonstrates the potential for in-residence monitoring and assessment of cognitive health using large language model (LLM)-powered socially assistive robots (SARs). We conducted a 5-week within-subjects study involving 22 older adults in retirement homes to investigate the feasibility of large language model (LLM)-powered socially assistive robots (SARs) for promoting and assessing cognitive health. We designed tasks that involved verbal dialogue based on clinically validated cognitive tools. Our findings reveal improved task performance after three robot-administered sessions, with significantly more detailed picture descriptions, fewer word repetitions in semantic fluency, and reduced need for hints. We found that older adults were more socially engaged in robot-administered tasks compared to those administered by a human, and they accepted and were willing to engage with socially assistive robots (SARs) in this context, which had not been tested before.",
10.1145/3706598.3713755,inproceedings,"Yuan, Shuai and Coghlan, Simon and Lederman, Reeva and Waycott, Jenny","Meaningful Engagement, Ethical Care, and Design Opportunities: An Ethnographic Study on Social Activities in Long-term Care",2025,,Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,10.1145/3706598.3713755,https://doi.org/10.1145/3706598.3713755,"Social activities in long-term care homes help promote residents’ wellbeing, but their effectiveness depends on residents’ engagement. To identify design opportunities for promoting meaningful engagement, we conducted an ethnographic study on organised activities in an Australian aged care home. We observed staff fostered engagement by initiating conversations, weaving residents’ backgrounds into interactions, and adapting activities to residents’ varying abilities. However, challenges included new staff members’ unfamiliarity with residents, multi-tasking, and insufficient support to engage excluded residents. Using a care ethics lens that includes relational, situated and empathetic features of care, we show that meaningful engagement is shaped by the ethical care practices embedded in staff-resident interactions and highlight opportunities for technologies to mitigate barriers hindering staff from providing ethical care in existing activities. These opportunities include: collecting and recording residents’ interests, providing conversation prompts, enhancing activity inclusiveness, and reducing language and cultural barriers.",
10.1145/3715336.3735765,inproceedings,"Pham, Tuan Vu and Weisswange, Thomas H. and Hassenzahl, Marc","Impact of Affirmative and Negating Robot Gestures on Perceived Personality, Role, and Contribution of a Human Group Member",2025,,Proceedings of the 2025 ACM Designing Interactive Systems Conference,10.1145/3715336.3735765,https://doi.org/10.1145/3715336.3735765,"Robots can play a role in mediating human group interactions. This study examines how robot gestures affect the perception of a human group member’s personality, role in the group, and contribution. In a vignette study (n=96), participants imagined being in a group discussion and watched a short video of another group member presenting an argument. In one condition (affirmative gesture), a robot nodded while the member spoke; in the other, it shook its head (negating gesture). A control condition featured no robot. The affirmative gesture enhanced perceptions of the speaker’s personality and role in the group, though their contribution was not affected. The negating gesture showed no adverse effects. Additionally, participants perceived the robot as a group member when it nodded but as an onlooker when it shook its head. This suggests that positive robot gestures can improve group dynamics by fostering favorable interpersonal perceptions.",271–286
10.1145/3696271,proceedings,,MLMI '24: Proceedings of the 2024 7th International Conference on Machine Learning and Machine Intelligence (MLMI),2024,,,,,,
10.1145/3594806,proceedings,,PETRA '23: Proceedings of the 16th International Conference on PErvasive Technologies Related to Assistive Environments,2023,,,,,,
10.1145/3568294.3580048,inproceedings,"Axelsson, Minja and Spitale, Micol and Gunes, Hatice",Robotic Coaches Delivering Group Mindfulness Practice at a Public Cafe,2023,,Companion of the 2023 ACM/IEEE International Conference on Human-Robot Interaction,10.1145/3568294.3580048,https://doi.org/10.1145/3568294.3580048,"Group meditation is known to keep people motivated and committed over longer periods of time, as compared to individual practice. Robotic coaching is a promising avenue for engaging people in group meditation and mindfulness exercises. However, the deployment of robotic coaches to deliver group mindfulness sessions in real-world settings is very scarce. We present the first steps in deploying a robotic mindfulness coach at a public cafe, where participants could join robot-led meditation sessions in a group setting. We conducted two studies with two robotic coaches: the toy-like Misty II robot for 4 weeks (n = 4), and the child-like QTrobot for 3 weeks (n = 3). This paper presents an exploratory qualitative analysis of the data collected via group discussions after the sessions, and researcher observations during the sessions. Additionally, we discuss the lessons learned and future work related to deploying a robotic coach in a real-world group setting.",86–90
10.1145/3626705,proceedings,,MUM '23: Proceedings of the 22nd International Conference on Mobile and Ubiquitous Multimedia,2023,,,,,,
10.1145/3746175,proceedings,,ECCE '25: Proceedings of the 36th Annual Conference of the European Association of Cognitive Ergonomics,2025,,,,,,
10.1145/3743049,proceedings,,MuC '25: Proceedings of the Mensch und Computer 2025,2025,,,,,,
10.1145/3708557,proceedings,,IUI '25 Companion: Companion Proceedings of the 30th International Conference on Intelligent User Interfaces,2025,,,,,,
10.1145/3708359.3712112,inproceedings,"Pataranutaporn, Pat and Archiwaranguprok, Chayapatr and Chan, Samantha W. T. and Loftus, Elizabeth and Maes, Pattie",Slip Through the Chat: Subtle Injection of False Information in LLM Chatbot Conversations Increases False Memory Formation,2025,,Proceedings of the 30th International Conference on Intelligent User Interfaces,10.1145/3708359.3712112,https://doi.org/10.1145/3708359.3712112,"This study examines the potential for malicious generative chatbots to induce false memories by injecting subtle misinformation during user interactions. An experiment involving 180 participants explored five intervention conditions following the presentation of an article: (1) no intervention, (2) reading an honest or (3) misleading article summary, (4) discussing the article with an honest or (5) misleading chatbot. Results revealed that while the misleading summary condition increased false memory occurrence, misleading chatbot interactions led to significantly higher rates of false recollection. These findings highlight the emerging risks associated with conversational AI as it becomes more prevalent. The paper concludes by discussing implications and proposing future research directions to address this concerning phenomenon.",1297–1313
10.1145/3612783,proceedings,,Interacci\'{o}n '23: Proceedings of the XXIII International Conference on Human Computer Interaction,2023,,,,,,
10.1145/3544548.3581245,inproceedings,"Jain, Eakta and Gardner-McCune, Christina",Horse as Teacher: How human-horse interaction informs human-robot interaction,2023,,Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,10.1145/3544548.3581245,https://doi.org/10.1145/3544548.3581245,"Robots are entering our lives and workplaces as companions and teammates. Though much research has been done on how to interact with robots, teach robots and improve task performance, an open frontier for HCI/HRI research is how to establish a working relationship with a robot in the first place. Studies that explore the early stages of human-robot interaction are an emerging area of research. Simultaneously, there is resurging interest in how human-animal interaction could inform human-robot interaction. We present a first examination of early stage human-horse interaction through the lens of human-robot interaction, thus connecting these two areas. Following Strauss’ approach, we conduct a thematic analysis of data from three sources gathered over a year of field work: observations, interviews and journal entries. We contribute design guidelines based on our analyses and findings.",
10.5555/3716662.3716664,inproceedings,"Akbulut, Canfer and Weidinger, Laura and Manzini, Arianna and Gabriel, Iason and Rieser, Verena",All Too Human? Mapping and Mitigating the Risks from Anthropomorphic AI,2025,,"Proceedings of the 2024 AAAI/ACM Conference on AI, Ethics, and Society",,,"The development of highly-capable conversational agents, underwritten by large language models, has the potential to shape user interaction with this technology in profound ways, particularly when the technology is anthropomorphic, or appears human-like. Although the effects of anthropomorphic AI are often benign, anthropomorphic design features also create new kinds of risk. For example, users may form emotional connections to human-like AI, creating the risk of infringing on user privacy and autonomy through over-reliance. To better understand the possible pitfalls of anthropomorphic AI systems, we make two contributions: first, we explore anthropomorphic features that have been embedded in interactive systems in the past, and leverage this precedent to highlight the current implications of anthropomorphic design. Second, we propose research directions for informing the ethical design of anthropomorphic AI. In advancing the responsible development of AI, we promote approaches to the ethical foresight, evaluation, and mitigation of harms arising from user interactions with anthropomorphic AI.",13–26
10.1145/3581791.3597506,inproceedings,"Blanco, Alejandro","Towards Precise, Ubiquitous and Real-Time Positioning",2023,,"Proceedings of the 21st Annual International Conference on Mobile Systems, Applications and Services",10.1145/3581791.3597506,https://doi.org/10.1145/3581791.3597506,"Positioning is an enabler for many location-based services in the vertical industrial domain such as autonomous driving and robot-to-cobot interaction, to name a few. Industry and academia are actively enabling localization through 5G and WiFi as they are universally deployed. However, the current WiFi and 5G protocols cannot deal with the hard requirements of accuracy, latency, and robustness. To deal with that, we have proposed a series of works to enable precise, pervasive, and real-time positioning.",615–617
10.1145/3626774,article,"Bakhshalipour, Mohammad and Gibbons, Phillip B.",Agents of Autonomy: A Systematic Study of Robotics on Modern Hardware,2023,Proc. ACM Meas. Anal. Comput. Syst.,,10.1145/3626774,https://doi.org/10.1145/3626774,"As robots increasingly permeate modern society, it is crucial for the system and hardware research community to bridge its long-standing gap with robotics. This divide has persisted due to the lack of (i) a systematic performance evaluation of robotics on different computing platforms and (ii) a comprehensive, open-source, cross-platform benchmark suite.To address these gaps, we present a systematic performance study of robotics on modern hardware and introduce RoWild, an open-source benchmark suite for robotics that is comprehensive and cross-platform. Our workloads encompass a broad range of robots, including driverless vehicles, pilotless drones, and stationary robotic arms, and we evaluate their performance on a spectrum of modern computing platforms, from low-end embedded CPUs to high-end server-grade GPUs. The source code of the benchmark suite is available in https://cmu-roboarch.github.io/rowild/.Our findings reveal that current architectures experience significant inefficiencies when executing robotic workloads, highlighting the need for architectural advancements that satisfy the primary requirements of robotic tasks. We discuss approaches for meeting these requirements, offering insights for improving the performance of robotics.",
10.1145/3657242,proceedings,,Interacci\'{o}n '24: Proceedings of the XXIV International Conference on Human Computer Interaction,2024,,,,,,
10.1145/3584871,proceedings,,ICSIM '23: Proceedings of the 2023 6th International Conference on Software Engineering and Information Management,2023,,,,,,
10.1145/3696593,proceedings,,DSAI '24: Proceedings of the 11th International Conference on Software Development and Technologies for Enhancing Accessibility and Fighting Info-exclusion,2024,,,,,,
10.1145/3702163,proceedings,,ICETC '24: Proceedings of the 2024 16th International Conference on Education Technology and Computers,2024,,,,,,
10.1145/3643834.3660737,inproceedings,"La Delfa, Joseph and Garrett, Rachael and Lampinen, Airi and H\""{o}\""{o}k, Kristina",How to Train Your Drone: Exploring the umwelt as a design metaphor for human-drone interaction,2024,,Proceedings of the 2024 ACM Designing Interactive Systems Conference,10.1145/3643834.3660737,https://doi.org/10.1145/3643834.3660737,"How To Train Your Drone is a novel human-drone interaction that demonstrates the generative potential of a design metaphor: the umwelt. We describe the concept of the umwelt and detail how we applied it to inform our soma design process, creating an interactive space where somatic understandings between human and drone could emerge. The system was deployed for a month into a shared household. We describe how three people explored and shaped the umwelts of their drones, leading to unique and intimate human-drone couplings. We discuss the compatibility of the umwelt to soma design practice and identify future avenues for research inspired by artificial life and evolutionary robotics. As our contribution, we illustrate how the umwelt as a design metaphor, can open up a generative new design space for human-drone interaction.",2987–3001
10.1145/3653912,proceedings,,"IEEA '24: Proceedings of the 2024 13th International Conference on Informatics, Environment, Energy and Applications",2024,,,,,,
10.1145/3568162.3578626,inproceedings,"Kaduk, Julian and Cavdan, M\""{u}ge and Drewing, Knut and Vatakis, Argiro and Hamann, Heiko",Effects of Human-Swarm Interaction on Subjective Time Perception: Swarm Size and Speed,2023,,Proceedings of the 2023 ACM/IEEE International Conference on Human-Robot Interaction,10.1145/3568162.3578626,https://doi.org/10.1145/3568162.3578626,"Many large-scale multi-robot systems require human input during operation in different applications. To still minimize the human effort, interaction is intermittent or restricted to a subset of robots. Despite this reduced demand for human interaction, the mental load and stress can be challenging for the human operator. A specific effect of human-swarm interaction may be a hypothesized change of subjective time perception in the human operator. In a series of simple human-swarm interaction experiments with robot swarms of up to 15 physical robots, we study whether human operators have altered time perception due to the number of controlled robots or robot speeds. Using data gathered by questionnaires, we found that increased swarm size shrinks perceived time and decreased robot speeds expand the perceived time. We introduce the concept of subjective time perception to human-swarm interaction. Future research will enable swarm systems to autonomously modulate subjective timing to ease the job of human operators.",456–465
10.1145/3638380,proceedings,,OzCHI '23: Proceedings of the 35th Australian Computer-Human Interaction Conference,2023,,,,,,
10.1145/3720553,proceedings,,HT '25: Proceedings of the 36th ACM Conference on Hypertext and Social Media,2025,,,,,,
10.1145/3715336,proceedings,,DIS '25: Proceedings of the 2025 ACM Designing Interactive Systems Conference,2025,,,,,,
10.1145/3626314,article,"Perez-Cerrolaza, Jon and Abella, Jaume and Borg, Markus and Donzella, Carlo and Cerquides, Jes\'{u}s and Cazorla, Francisco J. and Englund, Cristofer and Tauber, Markus and Nikolakopoulos, George and Flores, Jose Luis",Artificial Intelligence for Safety-Critical Systems in Industrial and Transportation Domains: A Survey,2024,ACM Comput. Surv.,,10.1145/3626314,https://doi.org/10.1145/3626314,"Artificial Intelligence (AI) can enable the development of next-generation autonomous safety-critical systems in which Machine Learning (ML) algorithms learn optimized and safe solutions. AI can also support and assist human safety engineers in developing safety-critical systems. However, reconciling both cutting-edge and state-of-the-art AI technology with safety engineering processes and safety standards is an open challenge that must be addressed before AI can be fully embraced in safety-critical systems. Many works already address this challenge, resulting in a vast and fragmented literature. Focusing on the industrial and transportation domains, this survey structures and analyzes challenges, techniques, and methods for developing AI-based safety-critical systems, from traditional functional safety systems to autonomous systems. AI trustworthiness spans several dimensions, such as engineering, ethics and legal, and this survey focuses on the safety engineering dimension.",
10.1145/3582580.3582618,inproceedings,"Sun, Yujie",The Application of Artificial Technology in Research and Practical Education,2023,,Proceedings of the 2022 5th International Conference on Education Technology Management,10.1145/3582580.3582618,https://doi.org/10.1145/3582580.3582618,"In recent years, the rapid development of information technology has made digital research travel an inevitable trend in the innovative development of research practice. resources are vivid teaching materials for ideological and political education for young people. Based on the era of digital economy, this paper discusses the connotation of information technology in research practice education, analyzes the current situation of youth research, and deeply studies the application dilemma of information technology in research practice education. Through the design of ""smart restaurant"", the culture is spread by modern high-tech means; through the analysis of experimental design, the application strategies of information technology in the research and practice education of smart restaurant are summarized, so as to maximize the use of culture in the era of digital economy. The guiding role of research and practical education for contemporary young people.",210–217
10.1145/3679318.3685346,inproceedings,"van Ledden, Sebastian and Lisetschko, Artur and Jansen, Nadine and Jendrusch, Dagmar and Hermann, Julia and Dogang\""{u}n, Ayseg\""{u}l",User-Centric Design of Social Robots in City Libraries: Exploration of the Interplay of Social Roles and User Expectations,2024,,Proceedings of the 13th Nordic Conference on Human-Computer Interaction,10.1145/3679318.3685346,https://doi.org/10.1145/3679318.3685346,"The use of social robots is gaining importance in various sectors, especially in public institutions, to counteract labor shortages. This article explores the impact of assigning different social roles (Entertainer, Caretaker, and Service Provider) to robots in public libraries on users’ expectations regarding personality, emotional expression, communication style, and design features. Participants took part in an online survey (N=85) and expressed their expectations regarding the personality and design of the robots. The research questions aim to uncover the influence of social roles on user expectations and preferences. The results indicate that users indeed have varied expectations depending on the robot’s social role, affecting perceived personality traits, emotional expression, and communication style. The study also addresses users’ expectations regarding design features such as movement patterns, voice, and eye color. The exploration of these complex interactions between robo-personalities, user expectations, and design provides valuable insights for the field of Human-Robot Interaction (HRI). The research contributes to the limited literature on the design of social robots for public spaces, emphasizing the importance of aligning robot personalities with user expectations to enhance acceptance and user satisfaction.",
10.1145/3706598.3713494,inproceedings,"Wang, Ge and Zhao, Jun and Van Kleek, Max and Pea, Roy and Shadbolt, Nigel",FamiData Hub: A Speculative Design Exploration with Families on Smart Home Datafication,2025,,Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,10.1145/3706598.3713494,https://doi.org/10.1145/3706598.3713494,"Smart home technologies are becoming increasingly common in households with children. While privacy and security concerns have been widely discussed, a critical issue often overlooked is the extensive data harvesting embedded in these smart homes and its manipulative impact on children through algorithmic decision-making. In this paper, we introduce FamiData Hub, a speculative prototype designed to empower families to navigate the datafication of smart homes. Through 17 study sessions—including speculative interviews followed by co-design activities—with 30 children and 25 parents, we found that families face challenges related to smart home datafication, such as the erosion of boundaries in family spaces, loss of control over family norms, and diminished autonomy in data-driven decision-making processes. Our findings offer key design recommendations for rethinking smart home technologies to better safeguard children’s data, advocating for respectful, family-centered approaches that challenge the normalization of datafication in domestic life.",
10.1145/3610977.3634979,inproceedings,"Hsu, Long-Jing and Stafford, Philip B. and Khoo, Weslie and Swaminathan, Manasi and Amon, Kyrie Jig and Sato, Hiroki and Tsui, Katherine M. and Crandall, David J. and Sabanovi\'{c}, Selma","""Give it Time:"" Longitudinal Panels Scaffold Older Adults' Learning and Robot Co-Design",2024,,Proceedings of the 2024 ACM/IEEE International Conference on Human-Robot Interaction,10.1145/3610977.3634979,https://doi.org/10.1145/3610977.3634979,"Participatory robot design projects with older adults often use multiple sessions to encourage design feedback and active participation from users. Prior projects have, however, not analyzed the learning outcomes for older adults across co-design sessions and how they support constructive design feedback and meaningful participation. To bridge this gap, we examined the learning outcomes within a ""longitudinal panel."" This panel comprised seven co-design sessions with 11 older adults of varying cognitive abilities over six months, aimed at designing a robot to guide a photograph-based conversational activity. Using Nelson and Stolterman's framework of the hierarchy of design-learning, we demonstrate how older adult panelists achieved multiple design-learning outcomes- capacity, confidence, capability, competence, courage, and connection- which allowed them to provide actionable design suggestions. We provide guidelines for conducting longitudinal panels that can enhance user design-learning and participation in robot design.",283–292
